label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
B,0.368926,0.835587,0.0,0.437658,0.773248,-0.010145,0.47878,0.637652,-0.004261,0.458043,0.54389,-0.000856,0.38911,0.560574,0.001548,0.40641,0.480499,0.015327,0.407674,0.362154,0.012058,0.406834,0.287998,-0.000197,0.405931,0.223401,-0.014898,0.368356,0.476447,0.001584,0.366571,0.338558,-0.001668,0.369589,0.244763,-0.017042,0.367903,0.170101,-0.031989,0.337341,0.502297,-0.015934,0.331883,0.366952,-0.024541,0.333148,0.27647,-0.04406,0.329964,0.202527,-0.060262,0.311049,0.551412,-0.036081,0.306804,0.441491,-0.048938,0.304145,0.367024,-0.061257,0.299342,0.300991,-0.072722
B,0.364034,0.840993,0.0,0.437923,0.760783,0.000456,0.474278,0.636559,0.008923,0.459872,0.543074,0.013853,0.395706,0.558831,0.01656,0.402436,0.48897,0.01417,0.40352,0.361727,0.011745,0.400121,0.284447,0.00078,0.397889,0.216099,-0.013242,0.369303,0.483983,-0.002994,0.365798,0.338844,-0.007862,0.365043,0.241833,-0.024431,0.362532,0.164017,-0.040407,0.339476,0.511013,-0.021329,0.33123,0.369253,-0.027948,0.330489,0.276716,-0.04477,0.328514,0.201332,-0.059738,0.314867,0.564407,-0.041023,0.307882,0.445143,-0.052472,0.30468,0.369345,-0.062318,0.300065,0.305864,-0.071951
B,0.364338,0.842348,0.0,0.43547,0.762485,-0.003745,0.472666,0.640022,0.002516,0.459158,0.544714,0.00567,0.39527,0.550299,0.006524,0.402359,0.487356,0.012231,0.400628,0.35934,0.00782,0.396551,0.281409,-0.004802,0.393077,0.212059,-0.019729,0.368597,0.4829,-0.003922,0.362445,0.335658,-0.009739,0.361318,0.239723,-0.026713,0.357336,0.163106,-0.042736,0.33918,0.510405,-0.022089,0.330439,0.366508,-0.031375,0.328929,0.273945,-0.049397,0.325292,0.198063,-0.064644,0.313946,0.564759,-0.041932,0.306185,0.445293,-0.0557,0.302209,0.370389,-0.066248,0.296829,0.307127,-0.075973
B,0.362232,0.842149,0.0,0.433494,0.765034,-0.004455,0.472482,0.641652,0.001142,0.458608,0.546394,0.003893,0.38955,0.557396,0.004301,0.401081,0.485764,0.010145,0.399209,0.355975,0.006164,0.39473,0.278102,-0.006345,0.390584,0.208869,-0.021214,0.366267,0.482039,-0.005688,0.360198,0.334743,-0.010085,0.358121,0.237579,-0.026485,0.352958,0.160546,-0.04247,0.335653,0.510284,-0.023367,0.326522,0.365828,-0.0306,0.324676,0.272729,-0.047643,0.320582,0.19755,-0.062754,0.309661,0.56515,-0.042915,0.302531,0.445218,-0.054986,0.29844,0.369557,-0.06445,0.292816,0.30591,-0.073687
B,0.359852,0.841469,0.0,0.429291,0.771169,-0.011068,0.470246,0.645834,-0.008615,0.452385,0.551388,-0.008171,0.384055,0.558976,-0.009732,0.401608,0.484162,0.006773,0.399113,0.357877,-5.4e-05,0.395451,0.279758,-0.014678,0.390951,0.211242,-0.030706,0.364615,0.481274,-0.00661,0.357995,0.337034,-0.01301,0.35751,0.242151,-0.030912,0.351703,0.167099,-0.047876,0.332929,0.507854,-0.022954,0.323708,0.366295,-0.032679,0.323038,0.27473,-0.052725,0.317873,0.200768,-0.069741,0.305099,0.559109,-0.041658,0.295756,0.446161,-0.054652,0.292226,0.372859,-0.06611,0.287295,0.308745,-0.077049
B,0.35853,0.84079,0.0,0.428427,0.775993,-0.016313,0.472074,0.643147,-0.015021,0.4462,0.547057,-0.014736,0.371231,0.561254,-0.015894,0.401725,0.480708,0.003649,0.400911,0.357769,-0.00289,0.398449,0.280681,-0.016919,0.395232,0.213227,-0.032765,0.361107,0.477238,-0.00802,0.358209,0.334373,-0.014332,0.360014,0.239619,-0.031993,0.356564,0.164208,-0.048696,0.327586,0.503997,-0.023223,0.321997,0.363076,-0.033781,0.323472,0.271978,-0.054831,0.319811,0.197835,-0.072286,0.298081,0.555048,-0.041284,0.293309,0.441199,-0.054867,0.290975,0.366651,-0.067354,0.286424,0.300484,-0.07913
B,0.355683,0.839136,0.0,0.427551,0.774083,-0.015336,0.469433,0.640854,-0.013536,0.443536,0.546221,-0.012829,0.371613,0.561873,-0.013372,0.40174,0.477986,0.005116,0.401628,0.355209,-0.000429,0.399034,0.278519,-0.013769,0.396158,0.211859,-0.028955,0.359357,0.473762,-0.006675,0.357197,0.331812,-0.012067,0.359015,0.235947,-0.029629,0.356044,0.160673,-0.045912,0.324049,0.501334,-0.021806,0.317805,0.361037,-0.031555,0.319631,0.268841,-0.052214,0.316614,0.195662,-0.068874,0.293256,0.554634,-0.039631,0.290059,0.439605,-0.052168,0.288715,0.364914,-0.063426,0.284882,0.300981,-0.073808
B,0.353139,0.83976,0.0,0.42529,0.779399,-0.017269,0.467959,0.640372,-0.01553,0.439695,0.544969,-0.014567,0.368533,0.564582,-0.014572,0.401629,0.480244,0.005044,0.40237,0.358015,-0.000375,0.400711,0.281123,-0.013536,0.398149,0.215081,-0.028709,0.357762,0.475553,-0.005784,0.356567,0.333664,-0.010653,0.359756,0.239088,-0.027558,0.356654,0.165219,-0.043488,0.321548,0.501377,-0.020454,0.316634,0.361441,-0.030545,0.3195,0.270324,-0.051725,0.316112,0.197945,-0.068746,0.289647,0.551744,-0.038038,0.287155,0.439692,-0.050729,0.286614,0.366304,-0.062965,0.283022,0.302228,-0.074369
B,0.35167,0.840794,0.0,0.42436,0.781334,-0.01866,0.468955,0.640446,-0.016106,0.437209,0.546194,-0.014206,0.364336,0.566727,-0.01327,0.40403,0.479288,0.007529,0.40507,0.35903,0.001934,0.403381,0.282932,-0.011821,0.400008,0.217447,-0.026974,0.35821,0.473939,-0.00185,0.360704,0.336644,-0.006132,0.364474,0.244496,-0.022979,0.361667,0.170903,-0.03858,0.320655,0.497914,-0.015511,0.318668,0.362945,-0.024971,0.323475,0.274981,-0.045667,0.321658,0.203678,-0.062001,0.28656,0.544962,-0.032311,0.285525,0.434273,-0.043532,0.285661,0.363251,-0.054476,0.282777,0.300255,-0.06481
B,0.342365,0.843117,0.0,0.418502,0.784032,-0.020987,0.465053,0.647722,-0.021621,0.424352,0.551926,-0.02243,0.349664,0.565837,-0.02467,0.415332,0.485465,0.003827,0.418106,0.364905,-0.004247,0.416479,0.289053,-0.020156,0.41262,0.222984,-0.036003,0.367192,0.477177,-0.004484,0.374528,0.342705,-0.009382,0.379073,0.25098,-0.027121,0.376774,0.17639,-0.043212,0.325611,0.497965,-0.017126,0.329125,0.363689,-0.026188,0.336247,0.278399,-0.046646,0.336093,0.208548,-0.062486,0.284644,0.542744,-0.032916,0.289238,0.43277,-0.042149,0.293709,0.364312,-0.050879,0.294499,0.302619,-0.059397
B,0.343508,0.842299,0.0,0.42091,0.782088,-0.022473,0.47052,0.647417,-0.022822,0.432809,0.552547,-0.023246,0.357858,0.56242,-0.024614,0.418912,0.485904,0.003104,0.423675,0.364988,-0.005511,0.42408,0.288933,-0.021324,0.42203,0.22199,-0.037144,0.369032,0.475092,-0.00476,0.37683,0.340139,-0.011042,0.38267,0.249167,-0.029197,0.382118,0.174271,-0.045489,0.326467,0.49399,-0.017133,0.329323,0.361363,-0.027714,0.337987,0.277994,-0.047888,0.340296,0.208714,-0.063399,0.284957,0.537334,-0.032934,0.289653,0.428722,-0.043552,0.294438,0.36161,-0.052524,0.295832,0.301524,-0.061122
B,0.348406,0.840804,0.0,0.425339,0.781712,-0.02333,0.474464,0.651154,-0.024869,0.43818,0.554707,-0.026089,0.364091,0.55885,-0.028322,0.422305,0.488103,-0.001138,0.426614,0.367898,-0.011335,0.426504,0.291959,-0.027725,0.423557,0.224849,-0.043569,0.372236,0.477308,-0.008449,0.379676,0.343358,-0.016062,0.385043,0.252289,-0.034451,0.383885,0.176955,-0.050546,0.329324,0.496124,-0.020012,0.331181,0.363727,-0.031274,0.339435,0.279819,-0.051123,0.34127,0.209868,-0.066265,0.287692,0.539664,-0.034918,0.291405,0.431741,-0.046224,0.296246,0.364823,-0.055091,0.297707,0.305097,-0.063249
B,0.352901,0.844075,0.0,0.42943,0.785682,-0.022216,0.479986,0.654758,-0.023193,0.446125,0.558071,-0.024244,0.37402,0.560597,-0.026385,0.428422,0.488634,0.000863,0.433603,0.369806,-0.009044,0.434561,0.295517,-0.025383,0.432734,0.229718,-0.041338,0.378832,0.478814,-0.007282,0.386613,0.345941,-0.014975,0.391944,0.255245,-0.033674,0.391118,0.179253,-0.050125,0.336367,0.4984,-0.019737,0.339311,0.367138,-0.031425,0.347283,0.28333,-0.051392,0.348789,0.21251,-0.066738,0.294481,0.542533,-0.035455,0.298298,0.434991,-0.047524,0.302869,0.367691,-0.056841,0.303892,0.306207,-0.065353
B,0.357532,0.848888,0.0,0.434639,0.794822,-0.022534,0.483815,0.66606,-0.023796,0.453295,0.571291,-0.02514,0.382832,0.563474,-0.027738,0.438964,0.49973,-0.000928,0.444826,0.377158,-0.013578,0.444681,0.298977,-0.031965,0.440364,0.230088,-0.048606,0.388599,0.487584,-0.008752,0.396762,0.3521,-0.01848,0.401737,0.259885,-0.038012,0.399732,0.184082,-0.054333,0.343807,0.505631,-0.020973,0.34817,0.371606,-0.033909,0.356363,0.287076,-0.053806,0.357516,0.216303,-0.068532,0.299004,0.549275,-0.036415,0.303796,0.440827,-0.048982,0.308258,0.373245,-0.05782,0.309197,0.311651,-0.065469
B,0.360115,0.846799,0.0,0.437217,0.798583,-0.022444,0.484697,0.675187,-0.023387,0.462621,0.582056,-0.0243,0.396621,0.564966,-0.027085,0.441025,0.50193,-0.004028,0.445179,0.377106,-0.017825,0.444635,0.29859,-0.036569,0.440155,0.229457,-0.053283,0.391686,0.491396,-0.011511,0.398381,0.356183,-0.022468,0.403076,0.264605,-0.042476,0.400926,0.189458,-0.059008,0.346025,0.51106,-0.02318,0.349425,0.377704,-0.037116,0.358232,0.29529,-0.057436,0.36073,0.225544,-0.072426,0.298727,0.556272,-0.037911,0.300998,0.449324,-0.053003,0.305515,0.383004,-0.063278,0.307936,0.322519,-0.07146
B,0.36012,0.85099,0.0,0.436343,0.803074,-0.023768,0.484045,0.679344,-0.025671,0.459919,0.587037,-0.027256,0.394038,0.571194,-0.030638,0.44058,0.506076,-0.006763,0.444439,0.380517,-0.020966,0.443457,0.302087,-0.039778,0.438458,0.233127,-0.056461,0.38988,0.49576,-0.013623,0.396765,0.359404,-0.02479,0.400468,0.266837,-0.044798,0.397132,0.190703,-0.061397,0.343585,0.515454,-0.024607,0.347307,0.381567,-0.038536,0.355744,0.298253,-0.058606,0.357158,0.228138,-0.073367,0.296326,0.559994,-0.038727,0.299796,0.450613,-0.053411,0.304245,0.383442,-0.06334,0.305681,0.32292,-0.071247
B,0.357841,0.86036,0.0,0.434296,0.801323,-0.025521,0.479969,0.677026,-0.030321,0.4518,0.585054,-0.034845,0.384034,0.568141,-0.040802,0.438882,0.508153,-0.008177,0.44273,0.382382,-0.024024,0.440894,0.303791,-0.044105,0.435469,0.232888,-0.061592,0.387013,0.495834,-0.015513,0.394024,0.357257,-0.028211,0.397889,0.263946,-0.049288,0.395347,0.18605,-0.066635,0.339607,0.514403,-0.027141,0.34425,0.378922,-0.042437,0.35239,0.294365,-0.062805,0.353673,0.222232,-0.077653,0.291748,0.558894,-0.042018,0.297097,0.449617,-0.056531,0.302811,0.382631,-0.065614,0.304901,0.321818,-0.073038
B,0.351489,0.865019,0.0,0.429223,0.805327,-0.027456,0.474892,0.682065,-0.032273,0.448633,0.587796,-0.036085,0.383853,0.557561,-0.041282,0.436556,0.511712,-0.007314,0.441684,0.383651,-0.022288,0.441058,0.304933,-0.042375,0.436507,0.233382,-0.059943,0.38481,0.499418,-0.013248,0.390321,0.357333,-0.024757,0.394839,0.264311,-0.046342,0.392681,0.187333,-0.064492,0.336079,0.518141,-0.023914,0.339792,0.378657,-0.039044,0.348299,0.29308,-0.061203,0.350316,0.220094,-0.077448,0.286321,0.562028,-0.037821,0.29098,0.450159,-0.053087,0.297824,0.381728,-0.063836,0.30248,0.318811,-0.072572
B,0.348802,0.858121,0.0,0.427092,0.804484,-0.029043,0.473596,0.68217,-0.035445,0.444391,0.587475,-0.040556,0.376915,0.564001,-0.047392,0.436079,0.507707,-0.012121,0.440258,0.381071,-0.028258,0.439558,0.302543,-0.048641,0.435524,0.231867,-0.066576,0.384022,0.495767,-0.01804,0.387733,0.353231,-0.030604,0.392303,0.262018,-0.051956,0.391174,0.187391,-0.070006,0.335101,0.515232,-0.02859,0.338105,0.375499,-0.04492,0.346651,0.289667,-0.067206,0.349315,0.217369,-0.08339,0.284307,0.559774,-0.042446,0.288004,0.449151,-0.058637,0.294741,0.380585,-0.069725,0.299307,0.317636,-0.078721
B,0.349572,0.858481,0.0,0.427878,0.803235,-0.027998,0.472736,0.67766,-0.033725,0.440299,0.585325,-0.038239,0.37277,0.568548,-0.044376,0.437257,0.509512,-0.010199,0.44226,0.382705,-0.025359,0.441625,0.303837,-0.045005,0.437177,0.232837,-0.062562,0.385,0.496501,-0.016476,0.390125,0.354141,-0.028533,0.395029,0.262466,-0.049439,0.39379,0.187443,-0.066968,0.335687,0.515503,-0.027343,0.340103,0.374901,-0.04334,0.349273,0.289445,-0.065409,0.352514,0.216687,-0.081215,0.284996,0.560074,-0.041391,0.289561,0.44891,-0.056973,0.29666,0.380756,-0.067601,0.301806,0.318099,-0.07623
B,0.347643,0.855353,0.0,0.424757,0.806469,-0.028534,0.469003,0.685917,-0.035096,0.447293,0.594794,-0.040156,0.384576,0.565227,-0.047229,0.436774,0.512872,-0.016185,0.442489,0.385376,-0.032902,0.442971,0.305664,-0.052795,0.439315,0.234202,-0.070116,0.386374,0.499553,-0.022246,0.393364,0.356029,-0.035801,0.399419,0.26267,-0.056846,0.39919,0.18665,-0.074305,0.336819,0.518658,-0.032488,0.344194,0.378281,-0.049827,0.35456,0.290934,-0.072122,0.359122,0.217348,-0.087973,0.284691,0.563477,-0.045728,0.290035,0.4519,-0.063806,0.297885,0.382188,-0.075531,0.303961,0.319057,-0.084421
B,0.348172,0.86322,0.0,0.425901,0.806491,-0.027286,0.468662,0.682785,-0.033307,0.439926,0.592408,-0.03835,0.374182,0.572998,-0.045207,0.436599,0.513046,-0.010229,0.442631,0.384455,-0.025375,0.442574,0.304805,-0.045257,0.438236,0.232943,-0.062988,0.385099,0.499744,-0.017029,0.393008,0.35749,-0.029112,0.399518,0.264164,-0.050963,0.398774,0.186995,-0.069237,0.335497,0.518555,-0.028188,0.341486,0.378713,-0.044015,0.35242,0.292828,-0.066847,0.356552,0.219579,-0.083321,0.284011,0.56311,-0.04242,0.289043,0.450851,-0.058321,0.29706,0.381942,-0.069346,0.303131,0.319902,-0.078175
B,0.343949,0.863354,0.0,0.421799,0.805605,-0.029516,0.467484,0.682687,-0.036817,0.441016,0.590044,-0.042819,0.373451,0.572868,-0.050586,0.431569,0.510677,-0.01434,0.438106,0.383288,-0.03008,0.439012,0.304289,-0.050052,0.436579,0.23208,-0.068142,0.380672,0.498309,-0.02058,0.387112,0.355379,-0.033055,0.393113,0.26412,-0.054111,0.393229,0.189023,-0.072332,0.331957,0.517967,-0.03127,0.337581,0.37796,-0.047211,0.347966,0.291367,-0.069364,0.352098,0.218922,-0.085839,0.281857,0.562904,-0.045381,0.286726,0.45102,-0.06118,0.294038,0.381769,-0.072198,0.299137,0.319652,-0.081511
B,0.343125,0.858513,0.0,0.421304,0.802267,-0.029528,0.466189,0.679197,-0.036632,0.437089,0.586095,-0.042462,0.371086,0.566826,-0.04997,0.430711,0.507009,-0.01339,0.436534,0.380414,-0.030016,0.436199,0.301557,-0.050652,0.432232,0.229472,-0.068845,0.378802,0.494215,-0.019624,0.385601,0.351852,-0.032748,0.391072,0.259554,-0.054476,0.390076,0.183374,-0.072831,0.329415,0.513325,-0.030434,0.334162,0.373878,-0.046955,0.343861,0.287869,-0.069478,0.347322,0.215443,-0.08586,0.278247,0.558096,-0.044663,0.282614,0.447118,-0.060683,0.290236,0.378479,-0.071825,0.295594,0.316385,-0.080973
B,0.342911,0.861397,0.0,0.41996,0.804235,-0.029469,0.465645,0.680125,-0.036936,0.43404,0.586031,-0.043047,0.364967,0.570389,-0.050849,0.429489,0.505975,-0.012636,0.433418,0.377944,-0.028583,0.432117,0.298987,-0.049106,0.426654,0.22747,-0.067229,0.376916,0.494674,-0.018808,0.382383,0.351563,-0.031312,0.386979,0.258557,-0.053229,0.38499,0.181361,-0.07171,0.327759,0.515133,-0.029497,0.331564,0.374959,-0.045201,0.340512,0.289081,-0.067599,0.342763,0.216552,-0.083911,0.276494,0.560751,-0.043589,0.280633,0.447649,-0.058729,0.287465,0.378227,-0.069212,0.292031,0.315166,-0.077864
B,0.342999,0.86439,0.0,0.420123,0.805629,-0.029005,0.46634,0.681182,-0.035054,0.438045,0.588465,-0.040155,0.368091,0.568136,-0.046738,0.424082,0.503306,-0.008607,0.425698,0.375131,-0.024153,0.423689,0.295996,-0.044533,0.418537,0.223848,-0.062565,0.371613,0.493224,-0.014863,0.376721,0.3528,-0.027611,0.38097,0.259061,-0.050024,0.379326,0.179469,-0.068657,0.322655,0.514546,-0.025905,0.32482,0.377235,-0.042404,0.333739,0.291804,-0.064825,0.336482,0.218253,-0.081011,0.272365,0.561072,-0.04043,0.276553,0.450385,-0.056377,0.283139,0.381908,-0.067021,0.287558,0.318876,-0.075665
B,0.342332,0.862838,0.0,0.417148,0.808231,-0.025914,0.463298,0.681089,-0.029309,0.442079,0.587928,-0.032083,0.369938,0.571359,-0.036605,0.420876,0.504753,-0.004874,0.41944,0.377299,-0.017868,0.415626,0.297813,-0.03688,0.408823,0.227691,-0.054474,0.368617,0.496036,-0.012134,0.368015,0.353389,-0.023081,0.369349,0.260094,-0.044816,0.365196,0.183506,-0.063244,0.31998,0.518285,-0.023968,0.318376,0.378096,-0.039593,0.32419,0.290261,-0.062716,0.324158,0.217144,-0.079541,0.270055,0.565452,-0.038965,0.270073,0.452169,-0.055291,0.274529,0.381135,-0.067214,0.278099,0.316707,-0.076893
B,0.342083,0.855522,0.0,0.416383,0.802334,-0.021878,0.462469,0.677354,-0.023098,0.442549,0.584879,-0.024219,0.372235,0.570284,-0.027508,0.416902,0.504291,-0.004261,0.415725,0.376461,-0.017527,0.412289,0.295918,-0.035827,0.404981,0.225315,-0.05255,0.367477,0.49722,-0.01268,0.368872,0.356218,-0.024388,0.370368,0.261865,-0.045647,0.365205,0.185157,-0.063141,0.320653,0.51982,-0.025069,0.318746,0.37986,-0.040817,0.323636,0.29145,-0.062929,0.322749,0.218128,-0.078768,0.271823,0.566341,-0.040169,0.271651,0.45211,-0.056956,0.275032,0.381418,-0.068492,0.277086,0.317479,-0.077456
B,0.34049,0.852621,0.0,0.415409,0.799414,-0.020692,0.462938,0.675315,-0.022168,0.44639,0.582648,-0.023304,0.378352,0.564956,-0.026753,0.416271,0.507279,-0.008737,0.41638,0.377947,-0.023243,0.413692,0.297101,-0.041349,0.407262,0.227063,-0.0574,0.368096,0.499633,-0.017745,0.369271,0.354217,-0.030006,0.37058,0.259022,-0.050298,0.36563,0.182867,-0.067079,0.322205,0.52075,-0.030234,0.322,0.377589,-0.045541,0.326798,0.288124,-0.066819,0.32597,0.214846,-0.082292,0.273895,0.565544,-0.045189,0.273484,0.450218,-0.06117,0.277377,0.377808,-0.072092,0.279851,0.312156,-0.080777
B,0.345816,0.834566,0.0,0.419777,0.790228,-0.021163,0.464845,0.668006,-0.022691,0.443975,0.579013,-0.023228,0.373492,0.566983,-0.026319,0.416167,0.504717,-0.012808,0.416541,0.377795,-0.026055,0.414661,0.297513,-0.041833,0.407768,0.229705,-0.056048,0.367472,0.497997,-0.021223,0.369619,0.352125,-0.033018,0.371863,0.258329,-0.051437,0.367451,0.185864,-0.066222,0.322509,0.519217,-0.032736,0.321289,0.376207,-0.048365,0.326607,0.287866,-0.068625,0.326341,0.21641,-0.0827,0.275726,0.563161,-0.04657,0.274798,0.45018,-0.063234,0.278178,0.379457,-0.074005,0.280362,0.315789,-0.082163
B,0.340917,0.852412,0.0,0.41572,0.79799,-0.02212,0.465718,0.673665,-0.024392,0.440283,0.581184,-0.025927,0.368692,0.571844,-0.029209,0.412733,0.505401,-0.008386,0.413963,0.379929,-0.02124,0.413053,0.299601,-0.03833,0.408125,0.230709,-0.054169,0.364125,0.499283,-0.016944,0.36745,0.355955,-0.027686,0.371155,0.262873,-0.047024,0.3681,0.19045,-0.063473,0.320855,0.521347,-0.029168,0.320639,0.379943,-0.04368,0.326454,0.29082,-0.064908,0.325892,0.220497,-0.080433,0.277764,0.567215,-0.04413,0.277442,0.454747,-0.059046,0.279294,0.382648,-0.069778,0.278597,0.318654,-0.078605
B,0.344263,0.860602,0.0,0.419102,0.803804,-0.020378,0.466226,0.675488,-0.021813,0.438885,0.581634,-0.023132,0.366989,0.580406,-0.026291,0.411901,0.504828,-0.003771,0.412032,0.380543,-0.014788,0.410375,0.301242,-0.031435,0.405493,0.232471,-0.047668,0.364257,0.499714,-0.01394,0.36598,0.358125,-0.022948,0.369004,0.264947,-0.042091,0.365576,0.190721,-0.058799,0.321943,0.524045,-0.027888,0.320985,0.383776,-0.041032,0.325979,0.294531,-0.062068,0.324622,0.221921,-0.077997,0.280119,0.57327,-0.044604,0.279681,0.459881,-0.05911,0.281834,0.387702,-0.069733,0.281688,0.322682,-0.078841
B,0.342613,0.862793,0.0,0.417511,0.804774,-0.017838,0.464342,0.676855,-0.017873,0.445297,0.584073,-0.018607,0.378006,0.581164,-0.021073,0.411403,0.507903,4.6e-05,0.412784,0.385347,-0.010446,0.41162,0.307131,-0.02713,0.407445,0.238951,-0.043585,0.365799,0.502102,-0.011127,0.366923,0.361211,-0.019991,0.370249,0.268297,-0.039014,0.367733,0.194563,-0.055753,0.324607,0.526653,-0.026071,0.322667,0.386925,-0.039124,0.326439,0.297969,-0.059981,0.324918,0.225969,-0.07597,0.284253,0.576696,-0.043697,0.282102,0.465216,-0.058668,0.283159,0.392563,-0.069971,0.282598,0.327739,-0.079613
B,0.342122,0.859819,0.0,0.416097,0.80885,-0.019339,0.465131,0.678904,-0.019738,0.441733,0.584079,-0.020486,0.375067,0.583248,-0.02287,0.411656,0.506707,-0.001895,0.412563,0.385283,-0.012609,0.412398,0.306703,-0.028974,0.409308,0.239173,-0.045287,0.365284,0.501906,-0.012528,0.367209,0.361393,-0.021982,0.371968,0.269019,-0.040815,0.36976,0.196762,-0.057329,0.324624,0.526846,-0.027042,0.323728,0.387564,-0.040815,0.32872,0.299722,-0.062048,0.327307,0.229524,-0.078163,0.285113,0.576303,-0.044379,0.28243,0.4672,-0.059769,0.283167,0.39516,-0.071967,0.281939,0.329558,-0.082326
B,0.341951,0.865829,0.0,0.415073,0.81222,-0.016744,0.464306,0.6803,-0.015787,0.446985,0.586217,-0.01599,0.380894,0.582992,-0.017545,0.408557,0.509389,0.00463,0.408771,0.386259,-0.004667,0.407638,0.307494,-0.020658,0.403115,0.240495,-0.03681,0.363783,0.504014,-0.007366,0.364053,0.362688,-0.01561,0.367468,0.269584,-0.033844,0.363652,0.197135,-0.049871,0.323996,0.529026,-0.023551,0.321792,0.387768,-0.036607,0.325376,0.299639,-0.056828,0.322554,0.229694,-0.072266,0.285646,0.578512,-0.042561,0.282506,0.465906,-0.058082,0.281653,0.392268,-0.069937,0.278996,0.32629,-0.079901
B,0.340908,0.86518,0.0,0.41475,0.8109,-0.017354,0.463031,0.679067,-0.017192,0.443573,0.584533,-0.018208,0.377731,0.584725,-0.020679,0.4066,0.508522,0.003454,0.407336,0.386359,-0.006079,0.40625,0.307493,-0.022249,0.402131,0.239867,-0.038805,0.362523,0.503939,-0.008881,0.363333,0.363398,-0.017601,0.367036,0.269787,-0.036547,0.363818,0.196596,-0.053236,0.323237,0.530185,-0.02536,0.321759,0.388994,-0.038984,0.32512,0.29918,-0.060079,0.322393,0.227387,-0.076263,0.28535,0.581008,-0.04465,0.282768,0.468449,-0.060639,0.282393,0.394571,-0.072929,0.280067,0.328213,-0.083382
B,0.341545,0.86461,0.0,0.414916,0.808301,-0.016076,0.462013,0.677091,-0.015194,0.442176,0.584128,-0.01571,0.376986,0.586507,-0.017741,0.404657,0.509612,0.005039,0.405543,0.387571,-0.003582,0.404782,0.309104,-0.018962,0.401412,0.24196,-0.034999,0.361308,0.504831,-0.007558,0.361454,0.365018,-0.015448,0.364549,0.272237,-0.033586,0.36169,0.200213,-0.049683,0.322778,0.530868,-0.024211,0.320951,0.389797,-0.037315,0.323337,0.300228,-0.05761,0.320382,0.229407,-0.073159,0.286069,0.581856,-0.043605,0.282892,0.467707,-0.059391,0.281438,0.393181,-0.071188,0.278151,0.327652,-0.081158
B,0.34102,0.867842,0.0,0.416021,0.803198,-0.012531,0.459735,0.676729,-0.011122,0.439036,0.583457,-0.011354,0.372481,0.591391,-0.013643,0.40043,0.5121,0.004097,0.403348,0.386042,-0.002755,0.401868,0.308196,-0.016606,0.398626,0.240992,-0.031604,0.359307,0.507626,-0.009552,0.360602,0.364884,-0.014985,0.362413,0.27112,-0.031597,0.359949,0.19824,-0.046842,0.322289,0.535357,-0.026266,0.320338,0.390736,-0.036332,0.321832,0.299655,-0.054225,0.319748,0.227695,-0.068455,0.286794,0.590506,-0.045328,0.284183,0.467995,-0.058763,0.282861,0.39232,-0.067691,0.28027,0.32928,-0.075463
B,0.338484,0.868449,0.0,0.415315,0.802207,-0.012283,0.459238,0.67566,-0.010428,0.438514,0.579714,-0.009965,0.370076,0.58887,-0.01175,0.39982,0.511517,0.003352,0.402201,0.385492,-0.00202,0.400233,0.307928,-0.014856,0.397016,0.24058,-0.029543,0.358672,0.507759,-0.010221,0.359322,0.365301,-0.014766,0.360484,0.271821,-0.031491,0.358141,0.198135,-0.047019,0.321268,0.537135,-0.02648,0.319141,0.393696,-0.036028,0.320906,0.301078,-0.054553,0.319352,0.226986,-0.069462,0.285325,0.594498,-0.044912,0.283829,0.46997,-0.058308,0.283395,0.394689,-0.067332,0.281444,0.332863,-0.075283
B,0.337257,0.870471,0.0,0.414413,0.804291,-0.011028,0.459056,0.675721,-0.008048,0.440443,0.579335,-0.006708,0.371204,0.590006,-0.007586,0.399076,0.511845,0.005157,0.402383,0.386487,0.001036,0.40082,0.309061,-0.011061,0.397761,0.241489,-0.025561,0.358153,0.507938,-0.008961,0.359483,0.365312,-0.01275,0.361293,0.272123,-0.028977,0.358932,0.198676,-0.0443,0.320781,0.537373,-0.025699,0.319096,0.393318,-0.03474,0.321414,0.300455,-0.052966,0.319947,0.226143,-0.06785,0.285182,0.594542,-0.04458,0.284377,0.46891,-0.057821,0.284385,0.392801,-0.066938,0.282766,0.330246,-0.075143
B,0.337136,0.869443,0.0,0.413174,0.804505,-0.011742,0.459173,0.674273,-0.009014,0.438105,0.578509,-0.008006,0.367783,0.591409,-0.008997,0.39806,0.510772,0.006332,0.400604,0.386121,0.002192,0.399759,0.308443,-0.009931,0.397507,0.240927,-0.024573,0.356964,0.506757,-0.007846,0.35789,0.365007,-0.011758,0.360316,0.271454,-0.028129,0.357997,0.198176,-0.043591,0.320237,0.535823,-0.024981,0.318967,0.392451,-0.034455,0.321338,0.300161,-0.053246,0.319258,0.226375,-0.068481,0.285432,0.592122,-0.044422,0.284629,0.469127,-0.058001,0.284566,0.392815,-0.067984,0.282769,0.328763,-0.076913
